State,County,Poor or fair health,Poor mental health days,Health care costs
GA,Glascock County,,,7693.0
GA,Glynn County,0.127,2.5,8901.0
GA,Glynn County,0.127,2.5,8948.0
GA,Gordon County,0.184,4.4,10891.0
GA,Gordon County,0.184,4.4,10850.0
GA,Grady County,0.288,2.8,9360.0
GA,Grady County,0.288,2.8,8163.0
GA,Greene County,0.192,3.5,8564.0
GA,Greene County,0.192,3.5,8913.0
GA,Gwinnett County,0.114,2.7,9402.0
GA,Gwinnett County,0.114,2.7,9838.0
GA,Habersham County,0.171,3.2,9388.0
GA,Habersham County,0.171,3.2,9090.0
GA,Hall County,0.146,3.4,9271.0
GA,Hall County,0.146,3.4,9328.0
GA,Hancock County,,,8774.0
GA,Hancock County,,,8402.0
GA,Haralson County,0.195,4.2,9720.0
GA,Haralson County,0.195,4.2,9515.0
GA,Harris County,0.129,2.7,8858.0
GA,Harris County,0.129,2.7,8609.0
GA,Hart County,,,8574.0
GA,Hart County,,,8591.0
GA,Heard County,,,11174.0
GA,Heard County,,,10486.0
GA,Henry County,0.124,2.9,9290.0
GA,Henry County,0.124,2.9,9432.0
GA,Houston County,0.118,2.4,10197.0
GA,Houston County,0.118,2.4,10402.0
GA,Irwin County,0.15,,9324.0
GA,Irwin County,0.15,,9773.0
GA,Jackson County,0.19,4.3,9353.0
GA,Jackson County,0.19,4.3,9536.0
GA,Jasper County,,,8854.0
GA,Jasper County,,,9906.0
GA,Jeff Davis County,0.232,4.2,10896.0
GA,Jeff Davis County,0.232,4.2,12234.0
GA,Jefferson County,0.195,3.6,9914.0
GA,Jefferson County,0.195,3.6,9045.0
GA,Jenkins County,,,10219.0
GA,Jenkins County,,,9288.0
GA,Johnson County,0.259,4.8,9594.0
GA,Johnson County,0.259,4.8,9913.0
GA,Jones County,0.173,4.4,9789.0
GA,Jones County,0.173,4.4,9799.0
GA,Lamar County,,,10065.0
GA,Lamar County,,,9993.0
GA,Lanier County,0.218,4.5,11508.0
GA,Lanier County,0.218,4.5,11201.0
GA,Laurens County,0.198,3.6,9777.0
GA,Laurens County,0.198,3.6,9781.0
GA,Lee County,0.107,3.3,8906.0
GA,Lee County,0.107,3.3,9505.0
GA,Liberty County,0.212,3.1,9408.0
GA,Liberty County,0.212,3.1,9287.0
GA,Lincoln County,0.12,1.5,10347.0
GA,Lincoln County,0.12,1.5,9658.0
GA,Long County,0.16,,11765.0
GA,Long County,0.16,,12236.0
GA,Lowndes County,0.188,3.2,9520.0
GA,Lowndes County,0.188,3.2,9634.0
GA,Lumpkin County,0.103,2.5,10553.0
GA,Lumpkin County,0.103,2.5,9903.0
GA,Macon County,0.2,,8888.0
GA,Macon County,0.2,,8547.0
GA,Madison County,0.24,4.6,9978.0
GA,Madison County,0.24,4.6,9734.0
GA,Marion County,0.332,4.7,8958.0
GA,Marion County,0.332,4.7,8086.0
GA,McDuffie County,0.239,3.6,8692.0
GA,McDuffie County,0.239,3.6,8366.0
GA,McIntosh County,0.244,3.0,8709.0
GA,McIntosh County,0.244,3.0,9032.0
GA,Meriwether County,0.212,3.2,10121.0
GA,Meriwether County,0.212,3.2,9254.0
GA,Miller County,0.097,2.4,10844.0
GA,Miller County,0.097,2.4,10949.0
GA,Mitchell County,0.16,,9058.0
GA,Mitchell County,0.16,,8710.0
GA,Monroe County,,2.0,10009.0
GA,Monroe County,,2.0,10795.0
GA,Montgomery County,,3.5,9427.0
GA,Montgomery County,,3.5,9067.0
GA,Morgan County,0.121,,9242.0
GA,Morgan County,0.121,,9818.0
GA,Murray County,0.293,5.2,10423.0
GA,Murray County,0.293,5.2,9607.0
GA,Muscogee County,0.171,3.8,9145.0
GA,Muscogee County,0.171,3.8,9386.0
GA,Newton County,0.162,2.6,9200.0
GA,Newton County,0.162,2.6,9519.0
GA,Oconee County,0.128,,9476.0
GA,Oconee County,0.128,,8504.0
GA,Oglethorpe County,0.118,4.3,9064.0
GA,Oglethorpe County,0.118,4.3,9031.0
GA,Paulding County,0.17,4.2,11100.0
GA,Paulding County,0.17,4.2,10867.0
GA,Peach County,0.258,3.5,9975.0
GA,Peach County,0.258,3.5,11192.0
GA,Pickens County,0.137,3.2,9809.0
GA,Pickens County,0.137,3.2,9867.0
GA,Pierce County,0.236,2.4,10702.0
GA,Pierce County,0.236,2.4,10407.0
GA,Pike County,0.138,,10449.0
GA,Pike County,0.138,,10277.0
GA,Polk County,0.252,5.6,11195.0
GA,Polk County,0.252,5.6,11124.0
GA,Pulaski County,0.153,3.0,10124.0
GA,Pulaski County,0.153,3.0,10363.0
GA,Putnam County,0.232,3.1,9648.0
GA,Putnam County,0.232,3.1,10201.0
GA,Quitman County,,,8545.0
GA,Quitman County,,,5725.0
GA,Rabun County,0.127,3.0,9775.0
GA,Rabun County,0.127,3.0,9715.0
GA,Randolph County,,,7371.0
GA,Randolph County,,,8320.0
GA,Richmond County,0.17,3.4,8131.0
GA,Richmond County,0.17,3.4,8254.0
GA,Rockdale County,0.139,2.6,9453.0
GA,Rockdale County,0.139,2.6,9236.0
GA,Schley County,,,9024.0
GA,Schley County,,,8145.0
GA,Screven County,0.15,2.7,9162.0
GA,Screven County,0.15,2.7,8474.0
GA,Seminole County,0.201,,10158.0
GA,Seminole County,0.201,,9804.0
GA,Spalding County,0.217,3.4,9372.0
GA,Spalding County,0.217,3.4,9678.0
GA,Stephens County,0.192,,10018.0
GA,Stephens County,0.192,,9916.0
GA,Stewart County,,,10357.0
GA,Stewart County,,,9632.0
GA,Sumter County,0.149,3.0,8235.0
GA,Sumter County,0.149,3.0,8410.0
GA,Talbot County,0.177,,8319.0
GA,Talbot County,0.177,,8808.0
GA,Taliaferro County,,,8770.0
GA,Taliaferro County,,,6707.0
GA,Tattnall County,0.192,5.5,9463.0
GA,Tattnall County,0.192,5.5,10605.0
GA,Taylor County,0.207,,9897.0
GA,Taylor County,0.207,,9107.0
GA,Telfair County,0.287,3.6,12040.0
GA,Telfair County,0.287,3.6,11893.0
GA,Terrell County,,,7901.0
GA,Terrell County,,,7882.0
GA,Thomas County,0.188,3.9,8959.0
GA,Thomas County,0.188,3.9,9002.0
GA,Tift County,0.154,3.6,10392.0
GA,Tift County,0.154,3.6,10039.0
GA,Toombs County,0.198,3.6,9987.0
GA,Toombs County,0.198,3.6,10095.0
GA,Towns County,,1.8,8594.0
GA,Towns County,,1.8,8547.0
GA,Treutlen County,0.181,2.5,9156.0
GA,Treutlen County,0.181,2.5,8793.0
GA,Troup County,0.149,3.9,9257.0
GA,Troup County,0.149,3.9,8939.0
GA,Turner County,0.203,6.8,10098.0
GA,Turner County,0.203,6.8,9777.0
GA,Twiggs County,0.338,,10974.0
GA,Twiggs County,0.338,,12291.0
GA,Union County,0.134,2.2,8510.0
GA,Union County,0.134,2.2,8534.0
GA,Upson County,0.144,4.3,8981.0
GA,Upson County,0.144,4.3,8525.0
GA,Walker County,0.26,4.6,10433.0
GA,Walker County,0.26,4.6,10337.0
GA,Walton County,0.135,2.9,10128.0
GA,Walton County,0.135,2.9,10308.0
GA,Ware County,0.171,3.5,10800.0
GA,Ware County,0.171,3.5,10426.0
GA,Warren County,0.363,2.9,7985.0
GA,Warren County,0.363,2.9,7730.0
GA,Washington County,0.219,,8487.0
GA,Washington County,0.219,,8961.0
GA,Wayne County,0.275,4.4,11572.0
GA,Wayne County,0.275,4.4,11248.0
GA,Webster County,,,8203.0
GA,Webster County,,,8404.0
GA,Wheeler County,0.282,,12332.0
GA,Wheeler County,0.282,,12034.0
GA,White County,0.171,6.2,9008.0
GA,White County,0.171,6.2,8750.0
GA,Whitfield County,0.235,3.8,9183.0
GA,Whitfield County,0.235,3.8,8892.0
GA,Wilcox County,0.255,3.4,8552.0
GA,Wilcox County,0.255,3.4,9386.0
GA,Wilkes County,,,10935.0
GA,Wilkes County,,,10019.0
GA,Wilkinson County,0.23,4.9,9525.0
GA,Wilkinson County,0.23,4.9,10054.0
GA,Worth County,0.349,2.5,9232.0
GA,Worth County,0.349,2.5,9979.0
KY,Adair County,0.318,5.0,12213.0
KY,Adair County,0.318,5.0,10599.0
KY,Allen County,0.217,6.0,11705.0
KY,Allen County,0.217,6.0,12168.0
KY,Anderson County,0.182,2.4,9761.0
KY,Anderson County,0.182,2.4,9300.0
KY,Ballard County,0.242,5.6,10446.0
KY,Ballard County,0.242,5.6,10559.0
KY,Barren County,0.218,4.0,9826.0
KY,Barren County,0.218,4.0,10379.0
KY,Bath County,0.255,5.1,9921.0
KY,Bath County,0.255,5.1,10592.0
KY,Bell County,0.3,6.1,11812.0
KY,Bell County,0.3,6.1,11620.0
KY,Boone County,0.123,3.3,11018.0
KY,Boone County,0.123,3.3,11588.0
KY,Bourbon County,0.156,,9689.0
KY,Bourbon County,0.156,,9010.0
KY,Boyd County,0.256,5.1,11637.0
KY,Boyd County,0.256,5.1,11569.0
KY,Boyle County,0.128,5.4,9793.0
KY,Boyle County,0.128,5.4,9529.0
KY,Bracken County,0.227,3.8,10877.0
KY,Bracken County,0.227,3.8,11606.0
KY,Breathitt County,0.342,5.2,12323.0
KY,Breathitt County,0.342,5.2,11233.0
KY,Breckinridge County,0.248,5.2,9592.0
KY,Breckinridge County,0.248,5.2,10999.0
KY,Bullitt County,0.208,4.9,11624.0
KY,Bullitt County,0.208,4.9,11323.0
KY,Butler County,0.212,4.2,11113.0
KY,Butler County,0.212,4.2,13256.0
KY,Caldwell County,0.171,4.5,10045.0
KY,Caldwell County,0.171,4.5,10439.0
KY,Calloway County,0.168,3.1,9451.0
KY,Calloway County,0.168,3.1,9024.0
KY,Campbell County,0.165,4.9,10636.0
KY,Campbell County,0.165,4.9,10124.0
KY,Carlisle County,,,10716.0
KY,Carlisle County,,,9984.0
KY,Carroll County,0.335,6.9,11571.0
KY,Carroll County,0.335,6.9,12214.0
KY,Carter County,0.312,5.2,10450.0
KY,Carter County,0.312,5.2,10830.0
KY,Casey County,0.253,5.1,13518.0
KY,Casey County,0.253,5.1,13489.0
KY,Christian County,0.231,3.7,9198.0
KY,Christian County,0.231,3.7,9661.0
KY,Clark County,0.196,4.8,10662.0
KY,Clark County,0.196,4.8,10433.0
KY,Clay County,0.362,5.9,13922.0
KY,Clay County,0.362,5.9,13996.0
KY,Clinton County,0.276,4.4,12110.0
KY,Clinton County,0.276,4.4,13043.0
KY,Crittenden County,0.282,3.8,11365.0
KY,Crittenden County,0.282,3.8,12092.0
KY,Cumberland County,0.288,5.0,13917.0
KY,Cumberland County,0.288,5.0,15320.0
KY,Daviess County,0.176,3.7,9920.0
KY,Daviess County,0.176,3.7,9987.0
KY,Edmonson County,0.287,4.8,11260.0
KY,Edmonson County,0.287,4.8,12097.0
KY,Elliott County,0.289,4.7,11996.0
KY,Elliott County,0.289,4.7,11080.0
KY,Estill County,0.291,6.6,10185.0
KY,Estill County,0.291,6.6,10677.0
KY,Fayette County,0.132,3.3,9302.0
KY,Fayette County,0.132,3.3,9242.0
KY,Fleming County,0.239,4.6,10200.0
KY,Fleming County,0.239,4.6,11062.0
KY,Floyd County,0.38,6.5,12004.0
KY,Floyd County,0.38,6.5,12955.0
KY,Franklin County,0.163,4.5,11757.0
KY,Franklin County,0.163,4.5,12196.0
KY,Fulton County,0.31,7.9,10148.0
KY,Fulton County,0.31,7.9,10750.0
KY,Gallatin County,0.224,4.3,13722.0
KY,Gallatin County,0.224,4.3,13837.0
KY,Garrard County,0.191,6.2,9554.0
KY,Garrard County,0.191,6.2,9400.0
KY,Grant County,0.263,5.1,10445.0
KY,Grant County,0.263,5.1,10542.0
KY,Graves County,0.216,3.8,10451.0
KY,Graves County,0.216,3.8,10631.0
KY,Grayson County,0.252,3.9,10233.0
KY,Grayson County,0.252,3.9,11051.0
KY,Green County,0.241,5.1,12409.0
KY,Green County,0.241,5.1,12516.0
KY,Greenup County,0.236,4.2,12218.0
KY,Greenup County,0.236,4.2,12389.0
KY,Hancock County,0.195,3.6,9918.0
KY,Hancock County,0.195,3.6,9324.0
KY,Hardin County,0.188,3.6,9610.0
KY,Hardin County,0.188,3.6,9925.0
KY,Harlan County,0.364,5.7,12129.0
KY,Harlan County,0.364,5.7,11900.0
KY,Harrison County,0.172,,9652.0
KY,Harrison County,0.172,,9553.0
KY,Hart County,0.251,4.0,10848.0
KY,Hart County,0.251,4.0,11238.0
KY,Henderson County,0.189,4.3,10529.0
KY,Henderson County,0.189,4.3,10372.0
KY,Henry County,0.149,,11989.0
KY,Henry County,0.149,,11518.0
KY,Hickman County,0.202,5.0,11059.0
KY,Hickman County,0.202,5.0,8678.0
KY,Hopkins County,0.215,4.6,8799.0
KY,Hopkins County,0.215,4.6,9667.0
KY,Jackson County,0.339,6.9,10212.0
KY,Jackson County,0.339,6.9,10612.0
KY,Jefferson County,0.169,3.8,10184.0
KY,Jefferson County,0.169,3.8,10089.0
KY,Jessamine County,0.151,4.0,9001.0
KY,Jessamine County,0.151,4.0,9240.0
KY,Johnson County,0.277,6.8,11611.0
KY,Johnson County,0.277,6.8,12335.0
KY,Kenton County,0.155,3.9,10381.0
KY,Kenton County,0.155,3.9,10323.0
KY,Knott County,0.324,4.7,13209.0
KY,Knott County,0.324,4.7,14540.0
KY,Knox County,0.319,6.1,11307.0
KY,Knox County,0.319,6.1,11001.0
KY,Larue County,0.198,4.8,9491.0
KY,Larue County,0.198,4.8,10308.0
KY,Laurel County,0.27,4.2,11157.0
KY,Laurel County,0.27,4.2,9982.0
KY,Lawrence County,0.282,5.0,11719.0
KY,Lawrence County,0.282,5.0,10899.0
KY,Lee County,0.352,7.7,10694.0
KY,Lee County,0.352,7.7,9158.0
KY,Leslie County,0.354,6.2,13543.0
KY,Leslie County,0.354,6.2,14104.0
KY,Letcher County,0.299,5.3,12424.0
KY,Letcher County,0.299,5.3,12374.0
KY,Lewis County,0.307,4.9,10144.0
KY,Lewis County,0.307,4.9,10761.0
KY,Lincoln County,0.345,5.1,10031.0
KY,Lincoln County,0.345,5.1,10240.0
KY,Livingston County,0.207,6.3,10846.0
KY,Livingston County,0.207,6.3,11516.0
KY,Logan County,0.225,4.7,10515.0
KY,Logan County,0.225,4.7,11054.0
KY,Lyon County,0.247,,10703.0
KY,Lyon County,0.247,,10909.0
KY,Madison County,0.179,3.7,9972.0
KY,Madison County,0.179,3.7,10173.0
KY,Magoffin County,0.386,6.3,11410.0
KY,Magoffin County,0.386,6.3,12983.0
KY,Marion County,0.183,4.6,9506.0
KY,Marion County,0.183,4.6,9726.0
KY,Marshall County,0.197,4.5,10342.0
KY,Marshall County,0.197,4.5,11047.0
KY,Martin County,0.375,5.9,12747.0
KY,Martin County,0.375,5.9,13333.0
KY,Mason County,0.173,3.7,8831.0
KY,Mason County,0.173,3.7,9349.0
KY,McCracken County,0.188,3.8,10297.0
KY,McCracken County,0.188,3.8,10327.0
KY,McCreary County,0.405,6.2,10964.0
KY,McCreary County,0.405,6.2,11597.0
KY,McLean County,0.184,3.9,10760.0
KY,McLean County,0.184,3.9,9774.0
KY,Meade County,0.189,4.5,10109.0
KY,Meade County,0.189,4.5,10008.0
KY,Menifee County,0.314,4.4,9119.0
KY,Menifee County,0.314,4.4,9075.0
KY,Mercer County,0.145,4.4,9862.0
KY,Mercer County,0.145,4.4,10114.0
KY,Metcalfe County,0.332,4.9,9287.0
KY,Metcalfe County,0.332,4.9,10090.0
KY,Monroe County,0.197,4.2,12633.0
KY,Monroe County,0.197,4.2,11821.0
KY,Montgomery County,0.236,4.8,10837.0
KY,Montgomery County,0.236,4.8,10134.0
KY,Morgan County,0.291,5.7,11864.0
KY,Morgan County,0.291,5.7,10927.0
KY,Muhlenberg County,0.196,4.0,9412.0
KY,Muhlenberg County,0.196,4.0,10621.0
KY,Nelson County,0.19,3.5,9364.0
KY,Nelson County,0.19,3.5,10126.0
KY,Nicholas County,,,11268.0
KY,Nicholas County,,,11819.0
KY,Ohio County,0.268,5.1,10420.0
KY,Ohio County,0.268,5.1,10261.0
KY,Oldham County,0.092,3.8,9817.0
KY,Oldham County,0.092,3.8,9981.0
KY,Owen County,0.205,4.1,12846.0
KY,Owen County,0.205,4.1,13037.0
KY,Owsley County,0.384,4.9,12773.0
KY,Owsley County,0.384,4.9,12225.0
KY,Pendleton County,0.318,6.0,10831.0
KY,Pendleton County,0.318,6.0,10653.0
KY,Perry County,0.354,6.7,12709.0
KY,Perry County,0.354,6.7,13172.0
KY,Pike County,0.353,6.9,11270.0
KY,Pike County,0.353,6.9,10955.0
KY,Powell County,0.218,,10808.0
KY,Powell County,0.218,,11981.0
KY,Pulaski County,0.266,4.0,9606.0
KY,Pulaski County,0.266,4.0,9605.0
KY,Robertson County,0.233,4.4,12540.0
KY,Robertson County,0.233,4.4,11474.0
KY,Rockcastle County,0.276,5.1,11480.0
KY,Rockcastle County,0.276,5.1,9954.0
KY,Rowan County,0.242,4.9,10973.0
KY,Rowan County,0.242,4.9,10975.0
KY,Russell County,0.207,4.0,9881.0
KY,Russell County,0.207,4.0,10226.0
KY,Scott County,0.183,3.5,9291.0
KY,Scott County,0.183,3.5,9773.0
KY,Shelby County,0.135,3.3,10718.0
KY,Shelby County,0.135,3.3,10723.0
KY,Simpson County,0.152,4.6,11613.0
KY,Simpson County,0.152,4.6,12375.0
KY,Spencer County,0.177,,11041.0
KY,Spencer County,0.177,,10492.0
KY,Taylor County,0.216,4.2,11184.0
KY,Taylor County,0.216,4.2,11031.0
KY,Todd County,0.234,5.4,11368.0
KY,Todd County,0.234,5.4,10764.0
KY,Trigg County,0.241,4.7,10471.0
KY,Trigg County,0.241,4.7,11220.0
KY,Trimble County,,,12190.0
KY,Trimble County,,,13204.0
KY,Union County,0.197,4.3,11383.0
KY,Union County,0.197,4.3,11447.0
KY,Warren County,0.173,4.4,10030.0
KY,Warren County,0.173,4.4,10479.0
KY,Washington County,0.148,4.0,9829.0
KY,Washington County,0.148,4.0,9956.0
KY,Wayne County,0.314,5.7,10821.0
KY,Wayne County,0.314,5.7,10823.0
KY,Webster County,0.221,3.1,9690.0
KY,Webster County,0.221,3.1,10723.0
KY,Whitley County,0.274,5.8,12158.0
KY,Whitley County,0.274,5.8,11485.0
KY,Wolfe County,0.331,5.6,11987.0
KY,Wolfe County,0.331,5.6,11581.0
KY,Woodford County,,2.9,8993.0
KY,Woodford County,,2.9,9529.0
LA,Acadia Parish,0.204,3.4,11475.0
LA,Acadia Parish,0.204,3.4,11065.0
LA,Allen Parish,0.25,4.8,11546.0
LA,Allen Parish,0.25,4.8,11139.0
LA,Ascension Parish,0.178,3.2,11558.0
LA,Ascension Parish,0.178,3.2,11285.0
LA,Assumption Parish,0.19,3.8,11106.0
LA,Assumption Parish,0.19,3.8,9701.0
LA,Avoyelles Parish,0.257,3.6,13621.0
LA,Avoyelles Parish,0.257,3.6,13613.0
LA,Beauregard Parish,0.226,3.6,12332.0
LA,Beauregard Parish,0.226,3.6,12209.0
LA,Bienville Parish,0.268,3.5,13428.0
LA,Bienville Parish,0.268,3.5,12084.0
LA,Bossier Parish,0.168,3.6,12223.0
LA,Bossier Parish,0.168,3.6,11889.0
LA,Caddo Parish,0.171,2.9,11110.0
LA,Caddo Parish,0.171,2.9,11268.0
LA,Calcasieu Parish,0.197,3.4,10733.0
LA,Calcasieu Parish,0.197,3.4,10924.0
LA,Caldwell Parish,0.288,,15546.0
LA,Caldwell Parish,0.288,,14636.0
LA,Cameron Parish,0.245,,8241.0
LA,Cameron Parish,0.245,,8521.0
LA,Catahoula Parish,0.236,4.1,11825.0
LA,Catahoula Parish,0.236,4.1,11919.0
LA,Claiborne Parish,0.223,2.7,13081.0
LA,Claiborne Parish,0.223,2.7,12433.0
LA,Concordia Parish,0.187,3.0,12818.0
LA,Concordia Parish,0.187,3.0,12109.0
LA,De Soto Parish,0.187,4.3,12194.0
LA,De Soto Parish,0.187,4.3,11194.0
LA,East Baton Rouge Parish,0.155,2.6,9921.0
LA,East Baton Rouge Parish,0.155,2.6,9855.0
LA,East Carroll Parish,0.268,2.9,13507.0
LA,East Carroll Parish,0.268,2.9,13536.0
LA,East Feliciana Parish,0.264,3.2,10958.0
LA,East Feliciana Parish,0.264,3.2,11955.0
LA,Evangeline Parish,0.221,3.6,15318.0
LA,Evangeline Parish,0.221,3.6,15093.0
LA,Franklin Parish,0.293,2.1,12971.0
LA,Franklin Parish,0.293,2.1,13073.0
LA,Grant Parish,0.277,4.4,13570.0
LA,Grant Parish,0.277,4.4,12249.0
LA,Iberia Parish,0.244,2.9,10542.0
LA,Iberia Parish,0.244,2.9,10500.0
LA,Iberville Parish,0.189,4.5,10921.0
LA,Iberville Parish,0.189,4.5,10543.0
LA,Jackson Parish,0.214,3.0,12815.0
LA,Jackson Parish,0.214,3.0,13413.0
LA,Jefferson Davis Parish,0.2,3.5,12054.0
LA,Jefferson Davis Parish,0.2,3.5,12217.0
LA,Jefferson Parish,0.202,3.8,10831.0
LA,Jefferson Parish,0.202,3.8,10525.0
LA,La Salle Parish,0.154,3.6,14546.0
LA,La Salle Parish,0.154,3.6,14100.0
LA,Lafayette Parish,0.144,3.0,10971.0
LA,Lafayette Parish,0.144,3.0,10886.0
LA,Lafourche Parish,0.196,3.6,10428.0
LA,Lafourche Parish,0.196,3.6,10343.0
LA,Lincoln Parish,0.22,3.1,11663.0
LA,Lincoln Parish,0.22,3.1,11196.0
LA,Livingston Parish,0.197,3.8,12586.0
LA,Livingston Parish,0.197,3.8,12733.0
LA,Madison Parish,0.148,3.2,13202.0
LA,Madison Parish,0.148,3.2,13191.0
LA,Morehouse Parish,0.259,4.0,12677.0
LA,Morehouse Parish,0.259,4.0,13233.0
LA,Natchitoches Parish,0.223,4.6,12514.0
LA,Natchitoches Parish,0.223,4.6,12503.0
LA,Orleans Parish,0.184,4.4,10217.0
LA,Orleans Parish,0.184,4.4,9791.0
LA,Ouachita Parish,0.202,3.4,12253.0
LA,Ouachita Parish,0.202,3.4,12718.0
LA,Plaquemines Parish,0.172,3.2,9462.0
LA,Plaquemines Parish,0.172,3.2,9447.0
LA,Pointe Coupee Parish,0.173,,10884.0
LA,Pointe Coupee Parish,0.173,,10562.0
LA,Rapides Parish,0.211,3.8,11523.0
LA,Rapides Parish,0.211,3.8,11330.0
LA,Red River Parish,0.28,2.9,13354.0
LA,Red River Parish,0.28,2.9,13976.0
LA,Richland Parish,0.208,2.9,12429.0
LA,Richland Parish,0.208,2.9,13356.0
LA,Sabine Parish,0.239,4.2,11737.0
LA,Sabine Parish,0.239,4.2,10943.0
LA,St. Bernard Parish,0.208,7.1,11489.0
LA,St. Bernard Parish,0.208,7.1,10689.0
LA,St. Charles Parish,0.158,3.1,10969.0
LA,St. Charles Parish,0.158,3.1,10710.0
LA,St. Helena Parish,0.259,3.2,15195.0
LA,St. Helena Parish,0.259,3.2,15884.0
LA,St. James Parish,0.251,3.3,10044.0
LA,St. James Parish,0.251,3.3,10966.0
LA,St. John the Baptist Parish,0.228,4.1,10261.0
LA,St. John the Baptist Parish,0.228,4.1,9568.0
LA,St. Landry Parish,0.245,3.9,11362.0
LA,St. Landry Parish,0.245,3.9,11330.0
LA,St. Martin Parish,0.206,3.3,11307.0
LA,St. Martin Parish,0.206,3.3,11135.0
LA,St. Mary Parish,0.257,3.5,11304.0
LA,St. Mary Parish,0.257,3.5,11359.0
LA,St. Tammany Parish,0.153,3.6,12930.0
LA,St. Tammany Parish,0.153,3.6,12412.0
LA,Tangipahoa Parish,0.228,4.0,15214.0
LA,Tangipahoa Parish,0.228,4.0,14675.0
LA,Tensas Parish,0.219,1.8,11034.0
LA,Tensas Parish,0.219,1.8,10975.0
LA,Terrebonne Parish,0.23,3.8,10071.0
LA,Terrebonne Parish,0.23,3.8,10316.0
LA,Union Parish,0.241,3.7,13287.0
LA,Union Parish,0.241,3.7,12611.0
LA,Vermilion Parish,0.167,3.6,10436.0
LA,Vermilion Parish,0.167,3.6,10120.0
LA,Vernon Parish,0.221,3.5,13294.0
